Borough,NTAName,SiteName,SiteAddr,Hosted_By,Open_Month,Day_Hours,Notes,Website,BoroCD,CouncilDis,ct2010,BBL,BIN,Latitude,Longitude,PolicePrec,Object ID,Location Point,App Android,App iOS, Assembly District, Congress District,DSNY District, DSNY Section,DSNY Zone,Senate District
Manhattan,East Harlem (North),NE East 130th Street & 5th Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,9,1020600,,,40.80957427,-73.93987723,25,193,POINT (-73.93987723 40.80957427),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=196,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363888,70,13,MN11,MN113,MN,30
Manhattan,East Harlem (North),Rodale Pleasant Park Community Garden,"437 E 114th St, New York, NY 10029",Rodale Pleasant Park Community Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"To volunteer, email Flosparks0306@gmail.com. Not accepted: meat, bones, or dairy",,111,8,1017800,,,40.7942659,-73.9344142,23,188,POINT (-73.9344142 40.7942659),,,68,13,MN11,MN112,MN,29
Brooklyn,Kensington,Kensington Food Scrap Drop-off,McDonald Ave & Albemarle Rd,GrowNYC,Year Round,Saturdays (Start Time: 8:30 AM - End Time:  11:30 AM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,312,39,3049600,,,40.64496,-73.98016,66,420,POINT (-73.98016 40.64496),,,44,9,BKS12,BKS125,BKS,17
Brooklyn,Bushwick (East),*CLOSED FOR THE SEASON* Bushwick Grows! Community Garden,"1474 Gates Ave, Brooklyn, NY 11237",Volunteers at Bushwick Grows!,"Seasonal, May-November 28",Saturdays (Start Time: 10:00 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",riseboro.org,304,37,3043300,,,40.697523,-73.913913,83,361,POINT (-73.913913 40.697523),,,53,7,BKN04,BKN042,BKN,18
Manhattan,East Harlem (South),SE East 100th Street & 1st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,111,8,1016200,,,40.78580942,-73.94264292,23,198,POINT (-73.94264292 40.78580942),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=185,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363877,68,13,MN11,MN111,MN,29
Bronx,Belmont,SE East 183 Street & Cambreleng Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,15,2039100,,,40.85214985,-73.88634603,48,275,POINT (-73.88634603 40.85214985),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=225,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363917,78,15,BX06,BX061,BX,33
Manhattan,Washington Heights (North),NW Cabrini Blvd & West 187st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,112,10,1027500,,,40.85578084,-73.93784981,34,220,POINT (-73.93784981 40.85578084),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=203,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363895,71,13,MN12,MN122,MN,31
Queens,Rockaway Beach-Arverne-Edgemere,*CLOSED FOR THE SEASON* Far Rock Urban Agro-Education Center,"45-55 Beach Channel Dr, Far Rockaway, NY, 11691",,July - November,Tuesdays & Thursdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",,414,31,4097204,,,40.59549,-73.77648,101,452,POINT (-73.77648 40.59549),,,31,5,QE14,QE142,QE,10
Brooklyn,Crown Heights (North),NE Schenectady Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3030900,,,40.67613038,-73.93318009,77,88,POINT (-73.93318009 40.67613038),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=125,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363817,56,9,BKN08,BKN083,BKN,20
Staten Island,Port Richmond,Venture House,"1442 Castleton Avenue, 10302",Snug Harbor Youth,Year Round,Fridays (Start Time: 10:30 AM - End Time:  2:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,501,49,5020702,,,40.634203,-74.131071,121,467,POINT (-74.131071 40.634203),,,61,11,SI01,SI013,SI,23
Manhattan,Harlem (North),NW West 141st Street & Fredrick Douglas Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1023000,,,40.82041375,-73.94368663,32,34,POINT (-73.94368663 40.82041375),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=182,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363874,70,13,MN10,MN104,MN,30
Brooklyn,Crown Heights (North),NE Kingston Avenue & Eastern Parkway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3033701,,,40.66973149,-73.94219801,77,97,POINT (-73.94219801 40.66973149),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=132,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363824,43,9,BKN08,BKN082,BKN,20
Bronx,Morrisania,Montefiore,871 Prospect Ave,GrowNYC,Year Round,Fridays (Start Time: 11:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,203,17,2013300,,,40.820667,-73.901845,42,425,POINT (-73.901845 40.820667),,,79,15,BX03,BX031,BX,32
Brooklyn,Bedford-Stuyvesant (West),NE Bedford Avenue & Quincy Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024300,,,40.68657037,-73.95448588,79,166,POINT (-73.95448588 40.68657037),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=41,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363733,57,8,BKN03,BKN032,BKN,25
Bronx,Kingsbridge-Marble Hill,CLOSED FOR THE SEASON: Mediator's Composting Initiative,"260 West 231 Street Bronx, NY 10463",The Earth Ministry of The Church of The Mediator,Year Round,Saturdays (Start Time: 10:00 AM - End Time:  12:00 PM),"Donation: 25 cents per pound. Drop off location is by Bx7, Bx10, BX1 bus stop. Not accepted: meat, bones, or dairy",https://www.instagram.com/mediator_garden_and_composting/,208,11,2028900,,,40.879849,-73.906856,50,335,POINT (-73.906856 40.879849),,,81,13,BX08,BX082,BX,31
Brooklyn,Madison,Kings Highway and East 16th Street,"Kings Highway and East 16th Street, northeast corner",NYC Compost Project Hosted by LES Ecology Center,Year Round,Wednesdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,315,48,3055200,,,40.60927,-73.9573422,61,430,POINT (-73.9573422 40.60927),,,45,9,BKS15,BKS152,BKS,22
Manhattan,Tribeca-Civic Center,Hudson River Park's Pier 25 at N. Moore St.,Pier 25 at N. Moore St. near kid's playground,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,101,1,1003900,,,40.7202214,-74.0128434,1,13,POINT (-74.0128434 40.7202214),,,66,10,MN01,MN013,MN,27
Brooklyn,Bedford-Stuyvesant (East),NW Patchen Avenue & Fulton Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3038100,,,40.6792579,-73.92542146,81,144,POINT (-73.92542146 40.6792579),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=26,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363718,56,8,BKN03,BKN034,BKN,25
Brooklyn,East New York-New Lots,East New York Farms: 400 Montauk Ave Block Association Garden,"956 New Lots Avenue, Brooklyn, NY 11208",East New York Farms,Year Round,Sunday from 11am - 3pm and Mondays from 5:30pm - 6:30pm  (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,42,3111800,,,40.6689286,-73.876838,75,243,POINT (-73.876838 40.6689286),,,60,8,BKN05,BKN053,BKN,19
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: Hoyt,"Northwest corner of Hoyt Avenue North and 21st Street, in a courtyard that?s officially called SITTING AREA",Astoria Pug,Year Round,Saturdays (Start Time: 9:00 AM - End Time:  4:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,4009500,,,40.77538,-73.92302,114,298,POINT (-73.92302 40.77538),,,36,14,QW01,QW011,QW,59
Brooklyn,East Williamsburg,Sure We Can,"219 McKibben Street, Brooklyn, NY 11206",Sure We Can,Year Round,Monday-Saturday (Start Time: 7:00 AM - End Time:  Monday-Friday at 5:00PM; Saturday at 1:00PM),"Not accepted: meat, bones, or dairy",http://www.surewecan.org/composting,301,34,3048500,,,40.705441,-73.93882,90,129,POINT (-73.93882 40.705441),,,53,7,BKN01,BKN015,BKN,18
Brooklyn,Bushwick (East),NE Knickerbocker Avenue & Covert Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3040900,,,40.69199579,-73.90651491,83,393,POINT (-73.90651491 40.69199579),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=84,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363776,54,7,BKN04,BKN043,BKN,18
Queens,Queensbridge-Ravenswood-Dutch Kills,SW 40th Avenue & 21st Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,26,4002500,,,40.75530561,-73.94141782,114,320,POINT (-73.94141782 40.75530561),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=150,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363842,36,7,QW01,QW016,QW,59
Queens,Astoria (Central),SE 32nd Street & 31st Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4006100,,,40.76387665,-73.92266314,114,292,POINT (-73.92266314 40.76387665),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=7,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363699,36,14,QW01,QW014,QW,59
Brooklyn,Crown Heights (North),NE Kingston Avenue & Dean Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,36,3031100,,,40.67645433,-73.94148588,77,73,POINT (-73.94148588 40.67645433),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=135,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363827,56,9,BKN08,BKN082,BKN,20
Queens,Astoria (Central),SE 31st Avenue & Crescent Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,401,22,4007500,,,40.76558558,-73.92632732,114,307,POINT (-73.92632732 40.76558558),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=10,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363702,36,14,QW01,QW013,QW,59
Brooklyn,Bushwick (West),NW St. Nicholas Avenue & Himrod Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3044300,,,40.70421989,-73.91591713,83,366,POINT (-73.91591713 40.70421989),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=99,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363791,53,7,BKN04,BKN042,BKN,18
Bronx,University Heights (South)-Morris Heights,NE West Burnside Avenue & Sedgewick,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,205,14,2024900,,,40.85487248,-73.91663756,46,260,POINT (-73.91663756 40.85487248),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=218,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363910,86,13,BX05,BX051,BX,31
Brooklyn,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn Borough Hall Saturday Greenmarket,Court St. and Montague St.,GrowNYC,Year Round,Saturdays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,302,33,3001100,,,40.693609,-73.990261,84,205,POINT (-73.990261 40.693609),,,52,10,BKN02,BKN021,BKN,26
Manhattan,Chelsea-Hudson Yards,Hudson River Park's Pier 76 at W. 34th St.,Pier 76 at 34th Street and 12th Ave outside of compost yard South of 34th St,Staff at Hudson River Park,Year Round,Every day (Start Time: 7:00 AM - End Time:  7:00 PM),"Not accepted: meat, bones, or dairy",https://hudsonriverpark.org/the-park/sustainability/community-compost-program/,104,3,1009903,,,40.756032,-74.006046,10,60,POINT (-74.006046 40.756032),,,75,12,MN04,MN042,MN,47
Brooklyn,Bushwick (West),NW Central Avenue & Stanhope Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,37,3042100,,,40.69744237,-73.92379101,83,398,POINT (-73.92379101 40.69744237),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=64,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363756,53,7,BKN04,BKN042,BKN,18
Brooklyn,Crown Heights (North),NW Ralph Avenue - Bergen Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,41,3030700,,,40.67463802,-73.92219376,77,102,POINT (-73.92219376 40.67463802),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=130,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363822,56,8,BKN08,BKN083,BKN,20
Bronx,Mount Eden-Claremont (West),SE Townsend Avenue & East 174th Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,204,14,2022702,,,40.8447734,-73.9133703,44,249,POINT (-73.9133703 40.8447734),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=213,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363905,77,15,BX04,BX043,BX,29
Manhattan,Lower East Side,Grand Street & Clinton Street,Grand Street & Clinton Street,NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,1,1001401,,,40.715889,-73.986861,7,117,POINT (-73.986861 40.715889),,,65,10,MN03,MN031,MN,27
Manhattan,Hamilton Heights-Sugar Hill,Maggie's Garden,564 W 149th St,Maggie's Garden,Year Round,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",,109,7,1023300,1020800058,1000000,40.8285158,-73.9481163,30,28,POINT (-73.9481163 40.8285158),,,71,13,MN09,MN093,MN,30
Brooklyn,Bushwick (West),SW Knickerbocker Avenue & Jefferson Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3042700,,,40.70378294,-73.92708376,83,403,POINT (-73.92708376 40.70378294),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=94,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363786,53,7,BKN04,BKN041,BKN,18
Staten Island,New Springville-Willowbrook-Bulls Head-Travis,*CLOSED FOR THE SEASON* Staten Island Mall Greenmarket,"Staten Island Mall, Marsh Ave & Ring Rd, Staten Island, NY 10314",NYC Compost Project Hosted by Snug Harbor Cultural Center & Botanical Garden,June 11 - November 19,Saturdays (Start Time: 8:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",snug-harbor.org,502,51,5027702,,,40.583757,-74.161931,121,472,POINT (-74.161931 40.583757),,,63,11,SI02,SI024,SI,24
Brooklyn,Prospect Lefferts Gardens-Wingate,Maple Street Community Garden,"237 Maple St, Brooklyn, NY 11225",Maple Street Community Garden,Year Round,Wednesdays and Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",www.maplestreetcommunitygarden.com,309,40,3080000,,,40.66085,-73.95283,71,234,POINT (-73.95283 40.66085),,,43,9,BKN09,BKN092,BKN,20
Brooklyn,Bedford-Stuyvesant (East),NE Throop Avenue & Madison Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3027700,,,40.68581223,-73.94146979,79,161,POINT (-73.94146979 40.68581223),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=56,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363748,56,8,BKN03,BKN033,BKN,25
Staten Island,Annadale-Huguenot-Prince's Bay-Woodrow,Rossville,Gladwin St and Pitney Ave,Snug Harbor Youth,Year Round,Mondays (Start Time: 12:00 PM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://snug-harbor.org/,503,51,5022601,,,40.530764,-74.222539,123,440,POINT (-74.222539 40.530764),,,62,11,SI03,SI036,SI,24
Manhattan,Harlem (North),NW West 126th Street & Adam Clayton Powell Jr Blvd,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,110,9,1022400,,,40.80984148,-73.94765664,28,45,POINT (-73.94765664 40.80984148),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=179,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363871,70,13,MN10,MN101,MN,30
Brooklyn,Bushwick (East),Moffat Street Community Garden,"9 Moffat St, Brooklyn, NY 11207",Moffat St Community Garden,Year Round,Saturdays (Start Time: 10:30 AM - End Time:  12:30 PM),"Not accepted: meat, bones, or dairy",,304,37,3040300,,,40.6843647,-73.9107326,83,381,POINT (-73.9107326 40.6843647),,,54,7,BKN04,BKN043,BKN,18
Manhattan,Morningside Heights,SW West 112 Street & Broadway,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,109,7,1019900,,,40.80557429,-73.96601334,26,176,POINT (-73.96601334 40.80557429),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=172,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363864,69,12,MN09,MN091,MN,30
Brooklyn,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Carroll Gardens Greenmarket,Smith St and 1st Pl,GrowNYC,Year Round,Sundays (Start Time: 8:00 AM - End Time:  12:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,306,39,3007700,,,40.679954,-73.99517,76,208,POINT (-73.99517 40.679954),,,52,10,BKS06,BKS062,BKS,26
Bronx,Tremont,SW East 179th Street & Clinton Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,206,17,2037100,,,40.84622162,-73.88896354,48,271,POINT (-73.88896354 40.84622162),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=224,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363916,79,15,BX06,BX062,BX,32
Manhattan,Financial District-Battery Park City,SmartComposting: Rector & Washington Streets,Rector and Washington Streets (Southeast corner),Alliance for Downtown New York,Year Round,24/7,"Scan QR code on the bin to drop-off! Accepts all types of food scraps, including meat & dairy.",https://downtownny.com/compost/,101,1,1001300,,,40.70807,-74.01437,1,2,POINT (-74.01437 40.70807),,,61,10,MN01,MN011,MN,27
Brooklyn,Prospect Heights,NW Vanderbilt Avenue & Plaza Street East,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,308,35,3020700,,,40.67550079,-73.96958336,77,92,POINT (-73.96958336 40.67550079),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=107,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363799,52,10,BKN08,BKN081,BKN,20
Brooklyn,Bedford-Stuyvesant (East),Bed Stuy Fresh Food Box,Decatur St and Lewis Ave,GrowNYC,Year Round,Saturdays (Start Time: 11:00 AM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",grownyc.org/compost,303,36,3027300,,,40.68133,-73.93481,81,134,POINT (-73.93481 40.68133),,,56,8,BKN03,BKN033,BKN,25
Manhattan,East Village,1st Ave and 1st St,First Avenue between Houston and First Street (West Side),NYC Compost Project Hosted by LES Ecology Center,Year Round,Mondays (Start Time: 9:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.lesecologycenter.org/programs/compost/compost-drop-off-locations/,103,2,1003602,,,40.723183,-73.988622,9,112,POINT (-73.988622 40.723183),,,66,10,MN03,MN033,MN,27
Brooklyn,Bushwick (West),NE Bushwick Avenue & Dekalb Avenue,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3039300,,,40.69513222,-73.92812781,83,376,POINT (-73.92812781 40.69513222),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=80,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363772,53,7,BKN04,BKN041,BKN,18
Brooklyn,Bedford-Stuyvesant (West),SE Nostrand Avenue & Hancock Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,303,36,3024900,,,40.68254875,-73.94996937,79,156,POINT (-73.94996937 40.68254875),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=60,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363752,56,8,BKN03,BKN032,BKN,25
Bronx,Crotona Park East,Bronx River House / Starlight Park,1490 Sheridan Blvd,Bronx River Alliance,Year Round,Fridays (Start Time: 9:00 AM - End Time:  11:00 AM),"Not accepted: meat, bones, or dairy",www.bronxriver.org,209,17,2015700,,,40.8328527,-73.8830803,43,339,POINT (-73.8830803 40.8328527),,,85,14,BX03,BX031,BX,32
Bronx,West Farms,Drew Gardens,"1070 East Tremont Avenue. between Bronx Street and, Boston Rd, The Bronx, NY 10460",Volunteers at Drew Gardens,Year Round,"Mondays, Wednesdays, and Fridays (Start Time: 4:00 PM - End Time:  7:00 PM)","Not accepted: meat, bones, or dairy",https://www.facebook.com/drewgardens.educationalrecreational,206,17,2006000,,,40.839897,-73.879181,48,266,POINT (-73.879181 40.839897),,,87,14,BX06,BX062,BX,32
Brooklyn,Bushwick (East),NW Bushwick Avenue & Cornelia Street,,Department of Sanitation,Year Round,24/7,"Download the app to access bins. Accepts all food scraps, including meat and dairy. Do not leave food scraps outside of bin!",www.nyc.gov/smartcomposting,304,34,3039900,,,40.68892887,-73.91690746,83,388,POINT (-73.91690746 40.68892887),https://play.google.com/store/apps/details?id=com.bigbellysolar.nycsmartcompost&pli=75,https://apps.apple.com/us/app/nyc-smart-compost-by-bigbelly/id1596363767,54,7,BKN04,BKN043,BKN,18
Queens,Woodside,Rusty Wheelbarrow Farm,"72-2 Woodside Ave, Woodside, NY 11377",Rusty Volunteers,Year Round,Saturdays (Start Time: 10:30 AM - End Time:  1:00 PM),"Not accepted: meat, bones, or dairy",https://www.bigreuse.org/,402,26,4048302,,,40.7427093,-73.892547,108,413,POINT (-73.892547 40.7427093),,,30,6,QW02,QW021,QW,12
Brooklyn,East New York (North),East New York Farms: Concerned Residents of Barbey Street Community Garden,"351 Barbey St, Brooklyn, NY 11207",East New York Farms,March - November,24/7 (Start Time: 24/7 - End Time:  24/7),"Not accepted: meat, bones, or dairy",ucceny.org/enyf-old/compost/,305,37,3115000,,,40.6742335,-73.8878004,75,239,POINT (-73.8878004 40.6742335),,,54,8,BKN05,BKN051,BKN,19
Queens,Elmhurst,Terraza 7,"40-19 Gleane Street, Elmhurst, NY, 11373",,Year Round,Sundays (Start Time: 9:30 AM - End Time:  1:30 PM),"Not accepted: meat, bones, or dairy",https://terraza7.com/,404,21,4026901,,,40.7475361,-73.8820084,110,228,POINT (-73.8820084 40.7475361),,,39,6,QW04,QW041,QW,13
Bronx,Bedford Park,*CLOSED FOR THE SEASON* James Baldwin Outdoor Learning Center,"100 W Mosholu Pkwy S, The Bronx, NY 10468",Volunteers at James Baldwin Outdoor Learning Center,Spring - Fall,Saturdays (Start Time: 10:00 AM - End Time:  2:00 PM),"Site entrance is on the Goulden Ave side of campus. Not accepted: meat, bones, or dairy",https://www.jamesbaldwinoutdoorlearningcenter.org/,207,11,2040900,,,40.88207,-73.88825,52,324,POINT (-73.88825 40.88207),,,81,13,BX07,BX072,BX,33
Queens,Astoria (North)-Ditmars-Steinway,Astoria Pug: 41st Street,Ditmars Boulevard and 41st Street,Astoria Pug,Year Round,Mondays (Start Time: 8:00 AM - End Time:  2:00 PM),"Not accepted: meat, bones, or dairy",https://www.instagram.com/astoriapug/?hl=en,401,22,4012100,,,40.7724122,-73.9053388,114,281,POINT (-73.9053388 40.7724122),,,34,14,QW01,QW012,QW,12
Brooklyn,Bushwick (West),BK Rot,"1309 Dekalb Ave, Brooklyn, NY 11221 (Know Waste Lands Community Garden)",BK Rot,Year Round,Sundays (Start Time: 12:00 PM - End Time:  3:00 PM),"Not accepted: meat, bones, or dairy",BKrot.org,304,34,3042300,,,40.697694,-73.925806,83,371,POINT (-73.925806 40.697694),,,53,7,BKN04,BKN041,BKN,18
